,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,position,possession,possession_team,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
1536,,,,,,,,,,,,,,,,,,,,,,,,91bf2aae-b725-42c6-869c-70ff86581b9a,2709,,,"[36.0, 41.0]",8658,86,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,Right Center Midfield,166,Croatia,['a97d7517-fd50-46d9-b4ff-156d9e56a22a'],38,,,,,,,,,,,,,,,Croatia,00:41:38.800,Ball Receipt*,
1537,,,,,,,,,,,,,,,,,,,,,,,,5f28a8d9-c9f5-46c8-80df-92eb557ab4f9,2713,,,"[60.0, 66.0]",8658,86,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,166,Croatia,['518f1bc4-d7df-4b3b-8544-015744038d57'],42,,,,,,,,,,,,,,,Croatia,00:41:42.680,Ball Receipt*,
1538,,,,,,,,,,,,,,,,,,,,,,,,2e846d8a-ebf8-4d37-9876-8e4c8de96bad,2717,,,"[64.0, 51.0]",8658,86,,,,,,,,,,,,,,,,,,2,Regular Play,Šime Vrsaljko,Right Back,166,Croatia,['de71ee36-dd7e-4ac7-872d-0fd32f0daace'],47,,,,,,,,,,,,,,,Croatia,00:41:47.600,Ball Receipt*,
1539,,,,,,,,,,,,,,,,,,,,,,,,45b8b99a-bfe0-4a53-9b59-2e83c801f2cc,2720,,,"[68.0, 64.0]",8658,86,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,166,Croatia,['b91d9dff-53eb-454c-bca7-69d1024ae46f'],53,,,,,,,,,,,,,,,Croatia,00:41:53.067,Ball Receipt*,
1540,,,,,,,,,,,,,,,,,,,,,,,,638fc650-814c-4067-b9f9-d9c0be4015b6,2722,,,"[78.0, 59.0]",8658,86,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,Right Center Midfield,166,Croatia,['3451732f-2b08-4175-9cc5-39b8be6bd06b'],54,,,,,,,,,,,,,,,Croatia,00:41:54.000,Ball Receipt*,
1541,,,,,,,,,,,,,,,,,,,,,,,,64445f54-ada1-4000-9e22-b2c851a26a7c,2725,,,"[83.0, 53.0]",8658,86,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,Right Wing,166,Croatia,['f835251a-da64-4db8-99fa-eb41f01ed02f'],56,,,,,,,,,,,,,,,Croatia,00:41:56.680,Ball Receipt*,
1542,,,,,,,,,,,,,,,,,,,,,,,,5b86482f-f4f7-432b-97c9-b106e36ca1df,2727,,,"[74.0, 46.0]",8658,86,,,,,,,,,,,,,,,,,,2,Regular Play,Šime Vrsaljko,Right Back,166,Croatia,['4ac4b246-3646-45f8-abf1-25dde6d77b3c'],57,,,,,,,,,,,,,,,Croatia,00:41:57.679,Ball Receipt*,
1543,,,,,,,,,,,,,,,,,,,,,,,,b80d42e0-e4a4-4adc-8384-78fb1db30fd7,2730,,,"[74.0, 29.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,Left Center Midfield,166,Croatia,['504391d6-ae26-4880-b5da-56b24e29dd20'],1,,,,,,,,,,,,,,,Croatia,00:42:01.080,Ball Receipt*,
1544,,,,,,,,,,,,,,,,,,,,,,,,d7142c2e-6953-476b-8aea-0186624e21af,2733,,,"[90.0, 2.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Perišić,Left Wing,166,Croatia,['7a3fdba6-3af5-4f8f-986a-9d81c9d95d3e'],3,,,,,,,,,,,,,,,Croatia,00:42:03.640,Ball Receipt*,
1545,,,,,,,,,,,,,,,,,,,,,,,,65bd32d1-fded-44c8-8d6f-08a9014d9f93,2742,,,"[30.0, 22.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Domagoj Vida,Left Center Back,168,Croatia,['afa94dd0-3e12-4273-9821-2fed99217e6b'],31,,,,,,,,,,,,,,,Croatia,00:42:31.827,Ball Receipt*,
1546,,,,,,,,,,,,,,,,,,,,,,,,ce6b13d1-28f9-493d-b0e6-a27701619f1b,2744,,,"[39.0, 22.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,168,Croatia,['43ed8a31-8393-4592-bfca-88e4e89b7f0a'],33,,,,,,,,,,,,,,,Croatia,00:42:33.080,Ball Receipt*,
1547,,,,,,,,,,,,,,,,,,,,,,,,61873b08-3336-49da-88bf-f8792173af88,2747,,,"[57.0, 21.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,Left Center Midfield,168,Croatia,['7a2d4440-cec2-42e0-b3d4-9bc274c60fff'],35,,,,,,,,,,,,,,,Croatia,00:42:35.240,Ball Receipt*,
1548,,,,,,,,,,,,,,,,,,,,,,,,ed00698c-3d6d-4d4d-ab75-9b1299d62eab,2750,,,"[49.0, 23.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,168,Croatia,['12f005cc-df8b-4efa-ba08-27bc11c94d66'],38,,,,,,,,,,,,,,,Croatia,00:42:38.240,Ball Receipt*,
1549,,,,,,,,,,,,,,,,,,,,,,,,0adeb692-5819-45fb-891d-baf77241c151,2753,,,"[67.0, 60.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,Right Center Midfield,168,Croatia,['9872dc11-1975-4d35-b109-1cf62b455b70'],43,,,,,,,,,,,,,,,Croatia,00:42:43.147,Ball Receipt*,
1550,,,,,,,,,,,,,,,,,,,,,,,,434402ee-bcd4-4c10-9aab-7bbc5b74a251,2757,,,"[90.0, 53.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Marko Pjaca,Left Back,168,Croatia,"['44a3f02f-476b-4653-9565-e9ce36cb4a8e', '88b5f260-e46d-4104-84de-7d9f46d8cd1c']",45,,,,,,,,,,,,,,,Croatia,00:42:45.960,Ball Receipt*,True
1551,,,,,,,,,,,,,,,,,,,,,,,,054aac0d-8659-423b-92e6-f7dad5c855a7,2760,,,"[95.0, 79.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Šime Vrsaljko,Right Back,168,Croatia,['f7aebefd-1eb1-452e-95e1-415e27413557'],47,,,,,,,,,,,,,,,Croatia,00:42:47.920,Ball Receipt*,
1552,,,,,,,,,,,,,,,,,,,,,,,,a43dbe86-9e9f-44a9-a04f-2bae2d20cdc2,2764,,,"[67.0, 50.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,Right Center Back,168,Croatia,['a1364bfd-abb2-428d-9f65-58d7bcd28e8d'],55,,,,,,,,,,,,,,,Croatia,00:42:55.440,Ball Receipt*,
1553,,,,,,,,,,,,,,,,,,,,,,,,0144a006-ca60-481f-9b61-4e34ee490429,2767,,,"[73.0, 6.0]",8658,87,,,,,,,,,,,,,,,,,,2,Regular Play,Domagoj Vida,Left Center Back,168,Croatia,['261bb84e-b3b1-4841-a058-bf06c9993aec'],59,,,,,,,,,,,,,,,Croatia,00:42:59.507,Ball Receipt*,
1554,,,,,,,,,,,,,,,,,,,,,,,,77e30f2e-eb01-48fa-9134-9db9f03ea49e,2770,,,"[94.0, 17.0]",8658,88,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,Right Wing,168,Croatia,['ae8de478-60e2-4f1c-9b6a-e23ea96fb578'],1,,,,,,,,,,,,,,,Croatia,00:43:01.320,Ball Receipt*,
1555,,,,,,,,,,,,,,,,,,,,,,,,e31cc01f-3ac0-4bce-ad9c-3162dd7f0592,2772,,,"[99.0, 7.0]",8658,88,,,,,,,,,,,,,,,,,,2,Regular Play,Domagoj Vida,Left Center Back,168,Croatia,['3094e196-3ef6-4804-b1dc-eaf6992a4b2d'],2,,,,,,,,,,,,,,,Croatia,00:43:02.600,Ball Receipt*,
1556,,,,,,,,,,,,,,,,,,,,,,,,babcf872-3d72-4d32-a32e-7722a9a1568b,2776,,,"[105.0, 22.0]",8658,88,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,Right Wing,168,Croatia,"['b288d6c0-d93d-44fc-9b3b-f3e372339f97', 'e9735574-5513-4998-8539-f4eefd94e157']",5,,,,,,,,,,,,,,,Croatia,00:43:05.880,Ball Receipt*,True
1557,,,,,,,,,,,,,,,,,,,,,,,,03665060-6a17-4c57-9718-852eede26e3a,2782,,,"[90.0, 20.0]",8658,88,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,Left Center Midfield,168,Croatia,['b0959e1b-a5ec-462d-92fa-cacda7bf3927'],8,,,,,,,,,,,,,,,Croatia,00:43:08.480,Ball Receipt*,
1558,,,,,,,,,,,,,,,,,,,,,,,,f23ffcff-2a5a-43ae-ab8c-908690d79427,2787,,,"[66.0, 60.0]",8658,88,,,,,,,,,,,,,,,,,,2,From Goal Kick,Paul Pogba,Right Defensive Midfield,169,France,['33799644-394b-4608-87aa-f4340951929d'],42,,,,,,,,,,,,,,,France,00:43:42.107,Ball Receipt*,
1559,,,,,,,,,,,,,,,,,,,,,,,,17b4ab0a-6899-4f19-bbed-78306cdb2d4a,2790,,,"[70.0, 71.0]",8658,88,,,,,,,,,,,,,,,,,,2,From Goal Kick,Antoine Griezmann,Left Center Forward,169,France,['19b4e848-20ee-422e-8da4-5d763b6d62dd'],44,,,,,,,,,,,,,,,France,00:43:44.147,Ball Receipt*,
1560,,,,,,,,,,,,,,,,,,,,,,,,49fa5780-e8a0-4768-8d01-cd6d661db5c1,2792,,,"[77.0, 76.0]",8658,88,,,,,,,,,,,,,,,,,,2,From Goal Kick,Nabil Fekir,Right Midfield,169,France,['e774dd1f-41ea-4024-b5be-55030e63ba29'],45,,,,,,,,,,,,,,,France,00:43:45.307,Ball Receipt*,
1561,,,,,,,,,,,,,,,,,,,,,,,,f2a13b2b-4c8a-4bf8-a3f3-679bb21f5a19,2796,,,"[81.0, 67.0]",8658,88,,,,,,,,,,,,,,,,,,2,From Goal Kick,"Steven N""Kemboanza Mike Christopher Nzonzi",Left Defensive Midfield,169,France,['0f384206-b948-4e05-b98c-bf42541fe15f'],49,,,,,,,,,,,,,,,France,00:43:49.387,Ball Receipt*,
1562,,,,,,,,,,,,,,,,,,,,,,,,d0f1735c-a33d-4aee-893f-1ec96a25bd3f,2800,,,"[105.0, 78.0]",8658,88,,,,,,,,,,,,,,,,,,2,From Goal Kick,Nabil Fekir,Right Midfield,169,France,['51ac6785-5948-4599-a42e-caa60a9e54f3'],53,,,,,,,,,,,,,,,France,00:43:53.227,Ball Receipt*,
1563,,,,,,,,,,,,,,,,,,,,,,,,49f30fdf-38ab-4c6f-ba43-59bce1597467,2813,,,"[34.0, 4.0]",8658,89,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,Left Center Midfield,170,Croatia,['bf974f99-3a5c-4d00-b2a0-b2d46d2ad069'],0,,,,,,,,,,,,,,,Croatia,00:44:00.320,Ball Receipt*,
1564,Incomplete,,,,,,,,,,,,,,,,,,,,,,,5c3fb20a-d331-4da3-a975-8aadc262a60c,2816,,,"[63.0, 56.0]",8658,89,,,,,,,,,,,,,,,,,,2,Regular Play,Marko Pjaca,Left Back,170,Croatia,['501224d2-0387-4836-bd7a-a5a1fdd4c01c'],6,,,,,,,,,,,,,,,Croatia,00:44:06.387,Ball Receipt*,
1565,,,,,,,,,,,,,,,,,,,,,,,,6216a875-b084-4c4c-9f03-5c3fa32307cb,2821,,,"[46.0, 57.0]",8658,89,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,Right Center Back,170,Croatia,['25eeaf22-2ada-459e-8446-78784916dbc9'],15,,,,,,,,,,,,,,,Croatia,00:44:15.320,Ball Receipt*,
1566,,,,,,,,,,,,,,,,,,,,,,,,def70cd0-09ef-4def-b0e4-d1ce52c99a38,2824,,,"[52.0, 40.0]",8658,89,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,170,Croatia,['b66062ee-cf63-4781-85b8-5983325af3c4'],17,,,,,,,,,,,,,,,Croatia,00:44:17.200,Ball Receipt*,
1567,Incomplete,,,,,,,,,,,,,,,,,,,,,,,4b4cacda-6f53-4ca5-86bb-678caa9ce1f9,2827,,,"[79.0, 31.0]",8658,89,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,Right Center Midfield,170,Croatia,['64e2a655-b24f-408d-981d-0a3d9efff29d'],21,,,,,,,,,,,,,,,Croatia,00:44:21.147,Ball Receipt*,
1568,,,,,,,,,,,,,,,,,,,,,,,,be6aff28-53aa-46c9-ad0f-5aff412a4206,2834,,,"[60.0, 76.0]",8658,90,,,,,,,,,,,,,,,,,,2,Regular Play,Šime Vrsaljko,Right Back,171,Croatia,['b2830083-9404-4b2c-874f-17d87be8458d'],4,,,,,,,,,,,,,,,Croatia,00:45:04.080,Ball Receipt*,
1569,Incomplete,,,,,,,,,,,,,,,,,,,,,,,4a70e7e3-6fd4-4b91-bb5f-1fdf92815a0e,2837,,,"[94.0, 53.0]",8658,90,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Mandžukić,Center Forward,171,Croatia,['e67a8556-2824-4eef-866a-b831fb115f6c'],8,,,,,,,,,,,,,,,Croatia,00:45:08.547,Ball Receipt*,
1570,,,,,,,,,,,,,,,,,,,,,,,,d2cd67a6-6255-47e8-bbd1-9f987f54e6c4,2839,,,"[38.0, 8.0]",8658,90,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Hernández Pi,Left Back,172,France,['7d92787b-9853-4720-b85c-544b0d91bdb2'],9,,,,,,,,,,,,,,,France,00:45:09.227,Ball Receipt*,
1571,,,,,,,,,,,,,,,,,,,,,,,,a28047f8-e332-4c9a-9559-a4e4a6d61168,2842,,,"[35.0, 23.0]",8658,90,,,,,,,,,,,,,,,,,,2,Regular Play,"Steven N""Kemboanza Mike Christopher Nzonzi",Left Defensive Midfield,172,France,['e9bf66b3-4787-4db3-be9f-978e2914ebd2'],10,,,,,,,,,,,,,,,France,00:45:10.720,Ball Receipt*,
1572,,,,,,,,,,,,,,,,,,,,,,,,c92fd111-170b-450a-9fbe-1dd91573dd2a,2845,,,"[45.0, 27.0]",8658,90,,,,,,,,,,,,,,,,,,2,Regular Play,Antoine Griezmann,Left Center Forward,172,France,['ba099d14-f565-447f-82be-edebfb08bf6b'],11,,,,,,,,,,,,,,,France,00:45:11.960,Ball Receipt*,
1573,,,,,,,,,,,,,,,,,,,,,,,,bf85c21e-e369-4468-a791-7a65515bb9e6,2849,,,"[65.0, 3.0]",8658,90,,,,,,,,,,,,,,,,,,2,Regular Play,Corentin Tolisso,Left Midfield,172,France,['b20ea9d7-34a2-4f52-832e-c2cd29b76446'],14,,,,,,,,,,,,,,,France,00:45:14.920,Ball Receipt*,
1574,Incomplete,,,,,,,,,,,,,,,,,,,,,,,36fc62f1-f7da-48de-97e8-2d1d99ad3402,2854,,,"[58.0, 3.0]",8658,90,,,,,,,,,,,,,,,,,,2,From Free Kick,Lucas Hernández Pi,Left Back,173,France,['ec5c6a2c-d144-4c5e-b495-dfbf9cf0474b'],34,,,,,,,,,,,,,,,France,00:45:34.840,Ball Receipt*,
1575,,,,,,,,,,,,,,,,,,,,,,,,392579ea-391f-4682-9f6e-d6cd5034a4b1,2857,,,"[83.0, 4.0]",8658,90,,,,,,,,,,,,,,,,,,2,From Throw In,Antoine Griezmann,Left Center Forward,174,France,['0578aacb-2bf0-40da-b453-ccb6b0b54d9d'],49,,,,,,,,,,,,,,,France,00:45:49.280,Ball Receipt*,
1576,,,,,,,,,,,,,,,,,,,,,,,,6e0c95f3-7ce7-4a7a-9bf9-1dd2c7896b76,2865,,,"[28.0, 40.0]",8658,90,,,,,,,,,,,,,,,,,,2,Regular Play,Domagoj Vida,Left Center Back,175,Croatia,['cc32bba2-8ffb-4455-8872-3a6e83ead500'],56,,,,,,,,,,,,,,,Croatia,00:45:56.280,Ball Receipt*,
1577,,,,,,,,,,,,,,,,,,,,,,,,b42b05c2-8f3c-410f-867c-8b11d3432c79,2868,,,"[55.0, 23.0]",8658,91,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,Left Center Midfield,175,Croatia,['c0017aa1-f17d-4194-83c9-934d96700b2e'],2,,,,,,,,,,,,,,,Croatia,00:46:02.107,Ball Receipt*,
1578,Incomplete,,,,,,,,,,,,,,,,,,,,,,,901258ef-8c22-4745-8716-0a538ebfc4b7,2871,,,"[56.0, 49.0]",8658,91,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,175,Croatia,['8eb68c59-0401-4f36-a136-e6f96e2422fd'],6,,,,,,,,,,,,,,,Croatia,00:46:06.160,Ball Receipt*,
1579,,,,,,,,,,,,,,,,,,,,,,,,109a9b99-5423-4def-b50e-d02e0d0417c1,2876,,,"[108.0, 61.0]",8658,91,,,,,,,,,,,,,,,,,,2,Regular Play,Paul Pogba,Right Defensive Midfield,175,Croatia,"['4f0babb1-9cb0-4451-9b74-9c2cfa840963', '82dc8ff8-b4c0-41c1-89c2-44167fc42406']",12,,,,,,,,,,,,,,,France,00:46:12.760,Ball Receipt*,True
1580,,,,,,,,,,,,,,,,,,,,,,,,d6aa7cfe-5eef-4b54-b1e3-ba8c07bcee44,2883,,,"[37.0, 39.0]",8658,91,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Mandžukić,Center Forward,175,Croatia,['6d3c4b3d-a6b2-437c-8266-f4f0a431b906'],20,,,,,,,,,,,,,,,Croatia,00:46:20.800,Ball Receipt*,
1581,,,,,,,,,,,,,,,,,,,,,,,,d78f943d-df15-420e-a1dd-f66e4e3a206a,2886,,,"[55.0, 59.0]",8658,91,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,Right Center Midfield,175,Croatia,['530eeaf9-c058-458e-af48-f68a83506113'],24,,,,,,,,,,,,,,,Croatia,00:46:24.600,Ball Receipt*,
1582,Incomplete,,,,,,,,,,,,,,,,,,,,,,,daa835a7-a2f3-4bc7-af21-5388eb8f2d92,2893,,,"[83.0, 68.0]",8658,91,,,,,,,,,,,,,,,,,,2,Regular Play,Marko Pjaca,Left Back,175,Croatia,['fbd435ac-0665-4998-a55b-bfc7820eafca'],27,,,,,,,,,,,,,,,Croatia,00:46:27.707,Ball Receipt*,
1583,,,,,,,,,,,,,,,,,,,,,,,,89f489fb-0e43-47a5-8a5f-5dfcd12e7349,2898,,,"[56.0, 4.0]",8658,91,,,,,,,,,,,,,,,,,,2,Regular Play,Antoine Griezmann,Left Center Forward,175,Croatia,"['ec5f92b8-8afe-424a-8ef0-1c6319f9fbef', 'fad238a3-66c4-4647-a6c2-3a6c2174ed2c']",30,,,,,,,,,,,,,,,France,00:46:30.747,Ball Receipt*,True
1584,Incomplete,,,,,,,,,,,,,,,,,,,,,,,8bc6f8c3-2118-4f90-9c71-6f09595ef391,2904,,,"[109.0, 37.0]",8658,92,,,,,,,,,,,,,,,,,,2,From Free Kick,Paul Pogba,Right Defensive Midfield,176,France,['7b7e3a75-48d9-4618-94a4-c12258924606'],32,,,,,,,,,,,,,,,France,00:47:32.400,Ball Receipt*,
1585,,,,,,,,,,,,,,,,,,,,,,,,95503bfd-c35e-4835-a3f6-6c4382c42f60,2912,,,"[41.0, 62.0]",8658,92,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Mandžukić,Center Forward,178,Croatia,['101fb691-96ee-49b1-b787-3b46c9d5b099'],41,,,,,,,,,,,,,,,Croatia,00:47:41.560,Ball Receipt*,
1586,Incomplete,,,,,,,,,,,,,,,,,,,,,,,2e3e4260-2330-45bd-8dbb-d25d7bdc75af,2915,,,"[93.0, 6.0]",8658,92,,,,,,,,,,,,,,,,,,2,Regular Play,Kylian Mbappé Lottin,Right Center Forward,178,Croatia,['52b02fdd-2489-41d9-ab44-8d8d8f4618cd'],43,,,,,,,,,,,,,,,France,00:47:43.667,Ball Receipt*,
1587,Incomplete,,,,,,,,,,,,,,,,,,,,,,,f79de934-be6a-4d4f-99f5-035cc96e249a,2917,,,"[83.0, 31.0]",8658,92,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,Right Wing,178,Croatia,['d75fbc6b-9595-43aa-9bbd-462683157ee6'],47,,,,,,,,,,,,,,,Croatia,00:47:47.907,Ball Receipt*,
1588,,,,,,,,,,,,,,,,,,,,,,,,f3070bc8-b685-4a44-9006-3f85d5b08d73,2923,,,"[36.0, 42.0]",8658,92,,,,,,,,,,,,,,,,,,2,Regular Play,Antoine Griezmann,Left Center Forward,178,Croatia,['7755e068-acc1-49f7-b337-853d2cdfdbad'],52,,,,,,,,,,,,,,,France,00:47:52.867,Ball Receipt*,
1589,,,,,,,,,,,,,,,,,,,,,,,,57de5601-f4d0-4a37-a5c5-e76ad1308772,2927,,,"[43.0, 33.0]",8658,93,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,Right Center Back,178,Croatia,['882e92ac-96ff-48c3-9add-aa093a802035'],0,,,,,,,,,,,,,,,Croatia,00:48:00.880,Ball Receipt*,
1590,,,,,,,,,,,,,,,,,,,,,,,,ef8933b0-e3cb-42b0-911c-538ca4b5054e,2930,,,"[56.0, 13.0]",8658,93,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,178,Croatia,['bdab38ba-7ede-4fa8-91ae-fc861690e0d4'],2,,,,,,,,,,,,,,,Croatia,00:48:02.320,Ball Receipt*,
1591,,,,,,,,,,,,,,,,,,,,,,,,be190f87-fda9-4c0e-9cf5-267a46f9bd8e,2933,,,"[86.0, 2.0]",8658,93,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,Right Wing,178,Croatia,['d57b8ace-0b73-418d-913b-6d28d276bdc3'],6,,,,,,,,,,,,,,,Croatia,00:48:06.200,Ball Receipt*,
1592,,,,,,,,,,,,,,,,,,,,,,,,ad2fd610-da21-4597-81aa-2d8101697015,2936,,,"[105.0, 5.0]",8658,93,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Perišić,Left Wing,178,Croatia,['5ed0c9c2-3948-4367-a3df-a8293cfef520'],9,,,,,,,,,,,,,,,Croatia,00:48:09.360,Ball Receipt*,
1593,,,,,,,,,,,,,,,,,,,,,,,,84a8b30e-d61a-4709-a74b-ea98473bebb4,2944,,,"[71.0, 8.0]",8658,93,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,Left Center Midfield,178,Croatia,['ee5e65ea-8608-46cb-a160-c3fb4a1131ce'],18,,,,,,,,,,,,,,,Croatia,00:48:18.280,Ball Receipt*,
1594,,,,,,,,,,,,,,,,,,,,,,,,9b538bf5-d3d8-4f5a-86fb-7872a1b75567,2947,,,"[88.0, 16.0]",8658,93,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,178,Croatia,['3cbd725d-e27d-4c79-a1d2-3a6bc351c9cc'],21,,,,,,,,,,,,,,,Croatia,00:48:21.720,Ball Receipt*,
1595,Incomplete,,,,,,,,,,,,,,,,,,,,,,,6a259cff-4cea-4603-9a18-043b0fd882a4,2958,,,"[85.0, 44.0]",8658,94,,,,,,,,,,,,,,,,,,2,Regular Play,Kylian Mbappé Lottin,Right Center Forward,180,France,['f1f71d28-a452-4bc7-97be-3e5fe8742f3e'],19,,,,,,,,,,,,,,,France,00:49:19.480,Ball Receipt*,
1596,Incomplete,,,,,,,,,,,,,,,,,,,,,,,bfe1d450-808d-49a2-ba45-e8f1e87c03d5,2962,,,"[92.0, 31.0]",8658,94,,,,,,,,,,,,,,,,,,2,Regular Play,Marko Pjaca,Left Back,180,France,['34c4e1ab-85a0-4463-b14f-4eb2950838b1'],26,,,,,,,,,,,,,,,Croatia,00:49:26.547,Ball Receipt*,
1597,,,,,,,,,,,,,,,,,,,,,,,,6a931043-eed1-40ce-8f4b-de8285e92fa2,2967,,,"[58.0, 9.0]",8658,94,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Rakitić,Left Center Midfield,181,Croatia,['2b50639e-981e-4297-8c0e-5e8bc6f2cfa2'],33,,,,,,,,,,,,,,,Croatia,00:49:33.079,Ball Receipt*,
1598,,,,,,,,,,,,,,,,,,,,,,,,62c92811-8613-47ce-bcc1-5f43aa2c570b,2970,,,"[94.0, 2.0]",8658,94,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Perišić,Left Wing,181,Croatia,['d3c90fea-c04a-4a4d-970b-f7b8b4be7077'],38,,,,,,,,,,,,,,,Croatia,00:49:38.707,Ball Receipt*,
1599,,,,"[49.0, 41.0]",,,,,,,0.788,,,,,,,,,,,,,b444aac0-e2c3-495c-ac63-dad635e4ffda,7,,,"[50.0, 42.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Marcelo Brozović,Center Defensive Midfield,2,Croatia,"['028c24b1-ea60-41d4-aa74-9275471cdda6', '329cb470-9b7a-4b19-b8d2-50fa902295af']",1,,,,,,,,,,,,,,,Croatia,00:00:01.559,Carry,
1600,,,,"[43.0, 56.0]",,,,,,,0.827,,,,,,,,,,,,,3ade5ee3-1f70-4299-b1a2-e761c38f1d91,11,,,"[44.0, 51.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Luka Modrić,Right Center Midfield,2,Croatia,"['1a3cda1b-1796-4126-855e-8af1d9fdb4b1', 'b207d109-9908-4163-9971-9496fe6d265c', 'd91b85db-797c-4746-8efe-6f74c4f8c69f']",3,,,,,,,,,,,,,,,Croatia,00:00:03.120,Carry,True
1601,,,,"[38.0, 78.0]",,,,,,,1.04,,,,,,,,,,,,,6f7f2f45-df38-4560-9a09-b2250d18f9c1,14,,,"[42.0, 79.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Šime Vrsaljko,Right Back,2,Croatia,"['0f85cbc5-389a-483b-901b-c3f8a65e32ab', '3cf2fd18-1c1b-47fd-b5bb-05b221b9f491', '966dfba8-f60d-4a61-a85c-4626493bb79f']",5,,,,,,,,,,,,,,,Croatia,00:00:05.200,Carry,True
1602,,,,"[9.0, 49.0]",,,,,,,0.493,,,,,,,,,,,,,709c678e-e623-42c2-8883-bbb733b5092f,19,,,"[10.0, 49.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Danijel Subašić,Goalkeeper,2,Croatia,"['1a77ea7f-a2b1-4a64-966a-e5be82ba3c79', '251dceb4-b79a-42ff-96de-c0d64cec332a', '8e15fe37-fe08-4386-af24-a165fb04165b']",8,,,,,,,,,,,,,,,Croatia,00:00:08.907,Carry,True
