x,y,is_goal,period,Assisted,Zone,IndividualPlay,RegularPlay,LeftFoot,RightFoot,FromCorner,FirstTouch,Head,BigChance,SetPiece,Volley,FastBreak,ThrowinSetPiece,Penalty,OneOnOne,KeyPass,DirectFreekick,OwnGoal,OtherBodyPart,DirectCorner
94.6,45.6,False,FirstHalf,True,Center,,,,,,True,,True,True,,,,,,,,,True,
77.5,55.3,False,FirstHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
74.9,69.5,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
82.2,39.3,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
85.8,65.1,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
83.1,44.2,False,SecondHalf,True,Center,,,,True,,,,True,,,True,,,True,,,,,
98.5,41.7,False,SecondHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,
92.3,36.0,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
95.1,61.4,True,SecondHalf,True,Center,,True,True,,,,,True,,,,,,True,,,,,
89.5,61.3,True,SecondHalf,,Center,,True,,True,,,,True,,,,,,,,,,,
91.2,44.3,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
80.8,56.2,False,SecondHalf,,Center,,True,True,,,True,,,,,,,,,,,,,
88.9,65.4,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
85.7,35.4,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
81.1,72.6,False,SecondHalf,,Center,True,,True,,True,,,,,,,,,,,,,,
82.1,55.5,True,SecondHalf,,Center,True,,,True,True,,,,,,,,,,,,,,
93.3,45.6,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
93.1,63.4,True,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
86.1,39.1,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,True,,,,,True,,,,,True,,,,,,
86.7,34.8,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.7,44.0,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.1,56.9,False,SecondHalf,True,Center,,True,,True,,,,True,,,,,,,,,,,
73.0,54.8,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
78.0,64.4,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
95.3,56.3,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
78.5,56.6,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
84.9,30.8,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
81.2,28.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
95.5,54.6,True,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
81.6,54.8,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
90.6,29.1,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.4,54.9,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
96.7,58.3,True,SecondHalf,,Center,,True,True,,,True,,True,,,,,,,,,,,
80.3,34.0,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.3,35.6,False,FirstHalf,True,Center,,True,,True,,,,True,,,,,,,,,,,
91.3,31.6,True,FirstHalf,True,Center,True,True,True,,,,,True,,,,,,,,,,,
78.0,49.9,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
87.2,59.1,False,FirstHalf,,Center,,,,True,True,,,,,True,,,,,,,,,
95.0,44.5,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
92.1,51.9,False,SecondHalf,True,Center,,,True,,,True,,True,True,,,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
94.6,34.2,False,SecondHalf,True,Center,True,True,True,,,,,True,,,,,,,,,,,
77.4,50.3,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
72.2,44.6,False,SecondHalf,,Center,,,,True,,,,,,,,,,,,True,,,
88.7,51.7,False,SecondHalf,True,Center,,,,,,True,True,True,True,,,,,,,,,,
86.7,51.8,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
93.3,45.4,False,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
96.3,49.8,True,FirstHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,
89.8,65.6,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.8,67.3,False,FirstHalf,True,Center,,,True,,True,True,,,,,,,,,,,,,
86.8,76.0,False,SecondHalf,True,Center,,,,True,True,,,,,,,,,,,,,,
94.9,46.4,False,SecondHalf,,Center,,True,True,,,True,,True,,True,,,,,,,,,
85.5,46.4,False,SecondHalf,True,Center,,,,True,,True,,,,,True,,,,,,,,
76.3,62.0,False,FirstHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
89.5,53.0,False,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
81.0,57.4,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
96.3,47.4,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
77.2,60.7,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
77.3,71.8,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
85.2,68.9,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
92.3,53.2,True,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
92.1,65.8,True,FirstHalf,True,Center,,True,True,,,,,True,,,,,,,,,,,
85.8,47.0,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
74.5,57.2,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
89.5,64.6,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
74.9,63.8,False,FirstHalf,True,Center,True,,,True,True,,,,,,,,,,,,,,
93.8,35.8,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,True,,,,
74.1,29.5,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
78.3,50.8,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
89.8,50.5,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
76.5,45.2,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
98.7,36.6,False,SecondHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
93.6,31.7,False,SecondHalf,,Center,,True,,True,,,,,,,,,,,,,,,
86.5,56.4,False,SecondHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
93.8,65.1,False,SecondHalf,,Center,,,,True,,True,,True,,,True,,,,,,,,
81.9,35.4,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
95.8,49.1,False,FirstHalf,True,Center,,,,True,,True,,True,,,,True,,,,,,,
70.3,54.0,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
86.7,67.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.7,39.1,False,FirstHalf,True,Center,,,,True,True,,,,,,,,,,,,,,
78.1,29.1,False,FirstHalf,True,Center,True,True,,True,,True,,,,True,,,,,,,,,
90.8,65.4,False,FirstHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
93.6,38.3,False,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
95.7,44.9,False,FirstHalf,,Center,,True,True,,,,,True,,,,,,,,,,,
81.9,55.6,False,FirstHalf,True,Center,True,,,True,True,True,,,,,,,,,,,,,
88.1,45.0,False,FirstHalf,True,Center,,True,,,,,True,,,,,,,,,,,,
80.9,48.4,False,FirstHalf,,Center,,,True,,True,True,,,,True,,,,,,,,,
85.4,42.4,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
80.9,59.5,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
93.7,46.2,False,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
97.3,38.5,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
79.1,67.7,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
81.2,51.5,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
89.9,44.3,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
97.3,61.8,False,SecondHalf,,Center,,True,,,,True,True,True,,,,,,,,,,,
79.0,46.6,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
84.9,37.8,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
89.9,50.3,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
97.7,61.3,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
90.2,43.1,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
92.2,63.1,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
87.8,57.7,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
79.6,61.0,False,SecondHalf,,Center,True,,,True,True,,,,,,,,,,,,,,
91.1,46.6,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
77.1,45.2,False,FirstHalf,,Center,True,,True,,True,True,,,,True,,,,,,,,,
95.5,48.1,False,FirstHalf,True,Center,,True,,,,True,,True,,,,,,,,,,True,
90.0,44.5,True,FirstHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,
85.2,53.4,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
77.9,52.7,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
81.6,56.9,False,FirstHalf,,Center,,,True,,True,True,,,,True,,,,,,,,,
81.3,33.3,False,FirstHalf,True,Center,True,,True,,True,,,,,,,,,,,,,,
85.7,53.3,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
87.4,68.2,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
93.3,57.9,False,SecondHalf,True,Center,,,,,,True,True,True,True,,,,,,,,,,
82.1,44.3,False,SecondHalf,True,Center,,True,,True,,True,,,,True,,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
87.6,45.0,False,SecondHalf,,Center,,True,,,,True,True,,,,,,,,,,,,
91.2,41.3,True,SecondHalf,True,Center,,True,True,,,True,,,,True,,,,,,,,,
73.5,56.0,False,SecondHalf,True,Center,True,,True,,,,,,,,,True,,,,,,,
79.1,69.9,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.5,37.2,False,SecondHalf,True,Center,,True,True,,,True,,,,True,,,,,,,,,
84.0,37.4,False,SecondHalf,,Center,,,,True,,True,,,,True,,True,,,,,,,
77.0,45.6,False,FirstHalf,,Center,True,,,True,True,True,,,,True,,,,,,,,,
91.6,46.6,False,FirstHalf,True,Center,,,,,,True,True,True,True,,,,,,,,,,
84.5,44.7,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.3,70.1,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
86.7,51.7,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
88.2,67.6,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
76.1,47.7,False,SecondHalf,True,Center,True,True,True,,,True,,,,,,,,,,,,,
77.5,61.7,False,SecondHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
89.1,24.6,False,SecondHalf,True,Center,,,,True,,,,,True,,,,,,,,,,
84.3,35.8,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,True,,,,,True,,,,,True,,,,,,
78.6,43.3,False,SecondHalf,,Center,,,True,,,,,,,,,,,,,True,,,
90.9,52.2,True,SecondHalf,,Center,,True,True,,,True,,True,,,,,,,,,,,
85.3,53.8,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
92.7,58.1,False,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,True,,,,,
92.0,39.7,False,FirstHalf,True,Center,,True,,True,,True,,True,,True,,,,,,,,,
86.0,31.0,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
84.5,51.4,False,FirstHalf,,Center,,True,,True,,,,,,,,,,,,,,,
96.4,56.3,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
72.3,43.4,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
89.9,36.1,False,FirstHalf,True,Center,,True,,True,,True,,,,True,,,,,,,,,
91.3,69.0,False,FirstHalf,True,Center,,True,True,,,,,True,,,,,,True,,,,,
86.9,67.7,False,FirstHalf,,Center,,True,,True,,True,,,,True,,,,,,,,,
71.3,70.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.6,33.0,False,FirstHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
84.8,55.2,False,FirstHalf,,Center,,True,,True,,,,,,,,,,,,,,,
92.1,69.7,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
93.9,68.2,True,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
94.3,68.0,True,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
72.8,51.0,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.6,45.7,True,FirstHalf,True,Center,,,,True,,True,,,,,True,,,,,,,,
88.7,60.1,False,FirstHalf,,Center,True,,,True,,True,,,,,,True,,,,,,,
90.2,61.5,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
97.2,49.6,False,FirstHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,
83.4,30.3,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.3,64.2,False,FirstHalf,True,Center,True,True,,True,,,,,,True,,,,,,,,,
96.6,41.5,False,FirstHalf,True,Center,,,True,,True,,,,,True,,,,,,,,,
75.4,43.7,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
87.1,74.1,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
81.7,41.3,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
95.1,49.9,False,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
87.5,48.7,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
91.8,53.6,True,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
96.1,58.2,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
77.9,54.1,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
64.2,43.0,False,SecondHalf,,Center,,,True,,,,,,,,,,,,,True,,,
88.1,51.2,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
84.7,37.0,False,SecondHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
93.4,55.4,False,SecondHalf,True,Center,,,,,,True,True,True,,,,True,,,,,,,
76.6,47.2,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
83.0,53.9,False,SecondHalf,,Center,,,,True,True,True,,,,True,,,,,,,,,
87.9,32.8,False,SecondHalf,,Center,,,,True,,True,,,True,True,,,,,,,,,
86.4,56.0,False,SecondHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,
93.7,51.4,True,SecondHalf,True,Center,,,True,,,True,,True,,,True,,,,,,,,
85.2,57.3,True,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
90.0,32.3,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.6,53.1,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
88.2,56.6,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
90.6,48.8,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
90.8,82.2,False,SecondHalf,True,Left,True,,,True,True,True,,,,,,,,,,,,,
89.0,29.2,False,SecondHalf,True,Center,True,,True,,True,True,,,,True,,,,,,,,,
85.3,52.8,False,SecondHalf,,Center,,,,True,,,,,,,True,,,,,,,,
97.1,29.7,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
94.4,50.9,False,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
93.2,70.8,False,SecondHalf,,Center,,True,True,,,True,,,,,,,,,,,,,
92.3,29.9,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
92.1,39.3,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
80.5,50.1,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.8,48.5,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
77.2,68.4,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
91.9,51.8,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
94.8,57.9,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
77.5,59.3,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
82.2,40.9,False,FirstHalf,,Center,,,,True,True,True,,,,True,,,,,,,,,
95.5,44.9,False,FirstHalf,,Center,,,,,True,True,True,,,,,,,,,,,,
89.0,52.1,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
97.9,47.5,False,SecondHalf,True,Center,,,,,True,,,True,,,,,,,,,,True,
85.9,46.4,True,FirstHalf,,Center,,,,True,True,True,,,,,,,,,,,,,
90.0,43.0,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
73.1,39.5,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
89.7,66.7,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
91.1,35.4,True,SecondHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
93.6,31.8,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
96.4,52.2,False,SecondHalf,True,Center,,True,True,,,True,,True,,True,,,,,,,,,
89.9,43.3,False,SecondHalf,,Center,,,,,True,True,True,,,,,,,,,,,,
90.2,42.8,False,SecondHalf,True,Center,,True,,True,,True,,,,True,,,,,,,,,
94.1,55.8,False,SecondHalf,True,Center,,True,,True,,,,True,,,,,,,,,,,
89.8,50.1,False,SecondHalf,True,Center,,True,,True,,,,True,,,,,,,,,,,
94.9,32.7,True,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
87.9,60.9,True,FirstHalf,True,Center,True,True,,True,,,,True,,,,,,True,,,,,
92.0,50.7,False,FirstHalf,,Center,,True,,,,True,True,True,,,,,,,,,,,
72.2,65.7,False,FirstHalf,,Center,,,,True,,,,,,,,,,,,True,,,
94.9,44.7,True,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
78.4,29.5,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
96.1,49.7,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
84.7,52.8,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
76.4,26.5,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
76.2,32.5,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
83.8,38.3,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
94.2,69.3,True,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
91.4,32.2,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
95.0,58.2,False,SecondHalf,True,Center,,,,,,True,True,,,,,True,,,,,,,
80.9,68.9,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
86.1,44.0,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
80.6,49.0,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
87.4,56.6,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
81.1,32.3,False,FirstHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
91.9,67.6,True,FirstHalf,True,Center,,True,True,,,,,True,,,,,,,,,,,
73.5,58.5,False,FirstHalf,,Center,,,,True,,,,,,,,,,,,True,,,
74.3,61.4,False,FirstHalf,,Center,True,,True,,True,,,,,,,,,,,,,,
72.2,53.1,True,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
89.9,64.2,False,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
96.7,48.1,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
92.0,57.3,True,FirstHalf,,Center,,True,,,,True,True,True,,,,,,,,,,,
85.8,54.5,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
95.3,67.5,False,SecondHalf,,Center,,True,True,,,,,,,,,,,,,,,,
79.5,63.7,False,SecondHalf,,Center,True,,True,,True,,,,,,,,,,,,,,
82.1,30.1,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
89.0,64.8,False,SecondHalf,True,Center,,,True,,,True,,,,True,,True,,,,,,,
88.4,62.6,False,SecondHalf,,Center,True,,,True,,,,,,,True,,,,,,,,
85.4,70.2,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
96.2,47.8,False,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
75.8,38.0,False,SecondHalf,,Center,,,True,,,,,,,,,,,,,True,,,
90.9,45.1,False,SecondHalf,,Center,,,,,,True,True,,True,,,,,,,,,,
86.5,57.9,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,True,,,,,
97.4,35.2,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
89.2,30.1,False,SecondHalf,,Center,,True,,True,,True,,,,True,,,,,,,,,
75.9,46.0,False,SecondHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
75.1,41.0,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
86.2,53.0,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
84.6,51.3,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
92.3,39.3,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
86.9,50.1,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
75.2,29.9,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
86.4,53.4,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
86.9,45.1,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
91.2,39.2,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.1,66.3,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
90.2,51.2,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
86.7,33.3,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
89.4,72.1,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
75.7,24.7,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
72.6,47.3,False,SecondHalf,,Center,True,,,True,True,True,,,,,,,,,,,,,
86.6,50.1,False,SecondHalf,True,Center,,True,True,,,,,True,,,,,,True,,,,,
92.7,45.8,True,SecondHalf,True,Center,,,,True,,True,,True,True,,,,,,,,,,
85.9,41.9,True,SecondHalf,,Center,,True,True,,,,,,,,,,,,,,,,
84.4,61.7,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
91.0,44.3,False,SecondHalf,,Center,,,,,,True,True,,,,,True,,,,,,,
93.3,30.1,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
73.9,46.1,False,SecondHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
75.9,45.7,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
85.3,55.8,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
92.7,55.0,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
76.4,57.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.6,55.7,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
95.8,34.8,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
86.7,45.4,False,FirstHalf,,Center,,True,,,,True,True,,,,,,,,,,,,
89.0,44.0,False,FirstHalf,,Center,,True,,True,,True,,,,True,,,,,,,,,
87.4,68.5,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
78.2,64.0,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
91.4,56.0,False,FirstHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
94.0,66.4,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
84.4,56.0,False,SecondHalf,,Center,,,True,,,True,,,True,,,,,,,,,,
88.5,50.0,True,SecondHalf,,Center,,,,True,,,,True,,,,,True,,,,,,
93.9,72.5,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
89.1,47.9,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
91.2,57.5,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
85.3,41.9,False,FirstHalf,True,Center,,,,True,,,,,,,,True,,,,,,,
91.8,52.7,False,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
92.1,51.2,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
73.0,40.7,False,FirstHalf,,Center,True,,,True,,,,,True,,,,,,,,,,
91.5,51.6,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
75.9,58.1,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
88.6,69.3,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
80.0,30.3,False,FirstHalf,,Center,,,True,,,,,,,,,,,,,True,,,
80.2,34.3,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
93.8,38.9,False,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
88.6,47.4,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
80.3,30.9,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
85.3,72.0,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
96.8,39.1,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
86.4,40.4,False,SecondHalf,,Center,,True,,True,,True,,,,True,,,,,,,,,
73.3,49.1,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
69.8,58.5,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
77.5,52.1,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
96.5,33.3,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
71.2,53.6,False,FirstHalf,,Center,True,True,,True,,True,,,,True,,,,,,,,,
87.1,31.9,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
