minute,second,teamId,x,y,period,type,outcome,playerId,endX,endY
41,39,Manchester United,36.1,8.5,FirstHalf,Pass,Successful,29,26.3,31
41,44,Manchester United,28.5,49.7,FirstHalf,Pass,Successful,3,36.6,52.4
41,46,Manchester United,36.9,56.4,FirstHalf,Pass,Successful,6,42.5,82.7
41,52,Manchester United,58.2,82.3,FirstHalf,Pass,Successful,2,53.7,68.7
41,55,Manchester United,53.8,59.3,FirstHalf,Pass,Successful,6,57.4,23.4
42,0,Manchester United,71.5,11.6,FirstHalf,Pass,Successful,39,76.1,3.1
42,2,Manchester United,75.8,3.5,FirstHalf,Pass,Successful,29,65.6,4.3
42,6,Manchester United,64.3,20.9,FirstHalf,Pass,Successful,39,60.2,59.6
42,10,Manchester United,61.8,70.2,FirstHalf,Pass,Successful,2,65.8,73.8
42,12,Manchester United,65.8,70.9,FirstHalf,Pass,Successful,18,58.9,71.2
42,13,Manchester United,58.9,70.5,FirstHalf,Pass,Successful,2,53.3,44
42,18,Manchester United,53.6,45.2,FirstHalf,Pass,Successful,3,60.9,72.4
42,21,Manchester United,60.9,69.4,FirstHalf,Pass,Successful,18,63.1,53
42,24,Manchester United,63.4,58.4,FirstHalf,Pass,Successful,6,67.9,75.3
42,25,Manchester United,67.9,75.3,FirstHalf,Pass,Successful,10,55.9,72.7
42,27,Manchester United,55.9,72.7,FirstHalf,Pass,Successful,2,63.4,76.3
42,30,Manchester United,60.7,71.2,FirstHalf,Pass,Successful,6,56.1,42.8
42,32,Manchester United,56.9,38.9,FirstHalf,Pass,Successful,3,63.3,24.3
42,35,Manchester United,63.4,19.8,FirstHalf,Pass,Successful,39,72.1,3.5
42,37,Manchester United,72.1,3.5,FirstHalf,Pass,Successful,29,70.5,15.8
42,38,Manchester United,70.5,15.8,FirstHalf,Pass,Successful,11,58.6,37.7
42,40,Manchester United,58.6,37.7,FirstHalf,Pass,Successful,3,61.7,67.8
42,43,Manchester United,64.3,70.5,FirstHalf,Pass,Successful,2,67.4,55.1
42,44,Manchester United,67.4,55.1,FirstHalf,Pass,Successful,6,57.5,44.5
42,48,Manchester United,62.2,41.2,FirstHalf,Pass,Successful,3,67.1,46.1
42,49,Manchester United,67.1,46.1,FirstHalf,Pass,Successful,6,59.3,42.2
42,49,Manchester United,59.3,42.2,FirstHalf,Pass,Successful,3,60.6,69.6
42,54,Manchester United,64.7,72.9,FirstHalf,Pass,Successful,2,77.1,95.9
42,58,Manchester United,76.7,90.5,FirstHalf,Pass,Successful,23,65,80.6
43,1,Manchester United,65,80.6,FirstHalf,Pass,Successful,2,65.6,59.9
43,4,Manchester United,67.1,54.6,FirstHalf,Pass,Successful,6,80.4,5.2
43,7,Manchester United,78.6,12,FirstHalf,Pass,Successful,29,71.2,18.8
43,11,Manchester United,71.1,25.9,FirstHalf,Pass,Successful,39,74.9,34
43,12,Manchester United,74.9,34,FirstHalf,Pass,Successful,11,78.4,24.6
43,13,Manchester United,78.4,24.6,FirstHalf,Pass,Successful,29,69.7,20.1
43,17,Manchester United,65.9,25.5,FirstHalf,Pass,Unsuccessful,11,72.2,45.2
43,18,Villarreal,31.3,56.6,FirstHalf,Interception,Successful,7,,
43,18,Manchester United,71.5,46.6,FirstHalf,Pass,Successful,6,67.2,46
43,19,Manchester United,69.4,39.2,FirstHalf,TakeOn,Unsuccessful,11,,
43,19,Villarreal,30.6,60.8,FirstHalf,Tackle,Successful,9,,
43,20,Villarreal,38.7,54.3,FirstHalf,BallRecovery,Successful,7,,
43,23,Villarreal,45.3,49.6,FirstHalf,Pass,Successful,7,54.4,20.4
43,32,Villarreal,98.6,27.7,FirstHalf,Pass,Unsuccessful,30,98.6,30.4
43,32,Manchester United,2,67,FirstHalf,BlockedPass,Successful,23,,
43,32,Villarreal,98.6,30.4,FirstHalf,BallTouch,Successful,30,,
43,56,Manchester United,3.6,50.7,FirstHalf,Pass,Successful,1,22.1,95.4
43,58,Manchester United,22.1,94.8,FirstHalf,Pass,Successful,23,26.2,83
44,2,Manchester United,26.8,72,FirstHalf,Pass,Successful,6,20.1,28.2
44,11,Manchester United,53.3,24.7,FirstHalf,Pass,Successful,3,70.1,26.8
44,12,Manchester United,70.1,26.8,FirstHalf,Pass,Successful,18,65,19.7
44,15,Manchester United,75.4,20,FirstHalf,Pass,Successful,11,91,11.9
44,16,Manchester United,91,11.9,FirstHalf,Pass,Unsuccessful,29,91.4,21
44,17,Villarreal,8.3,85.1,FirstHalf,BallTouch,Successful,24,,
44,18,Manchester United,81.5,36.1,FirstHalf,BallTouch,Unsuccessful,18,,
44,22,Villarreal,21.3,42.5,FirstHalf,BallRecovery,Successful,5,,
44,22,Villarreal,21.5,38.6,FirstHalf,Pass,Successful,5,24.5,58.3
44,22,Villarreal,24.9,58.7,FirstHalf,BallTouch,Successful,7,,
44,25,Villarreal,26,67.5,FirstHalf,Pass,Unsuccessful,14,45.5,86.3
44,29,Manchester United,54.7,7.3,FirstHalf,BallRecovery,Successful,3,,
44,30,Manchester United,54.7,7.3,FirstHalf,Pass,Successful,3,53.3,54
44,33,Manchester United,53.3,54,FirstHalf,Pass,Successful,2,65.7,59.7
44,35,Manchester United,65.7,59.7,FirstHalf,Pass,Successful,6,74.7,64.9
44,37,Manchester United,75.6,62.6,FirstHalf,TakeOn,Unsuccessful,10,,
44,37,Villarreal,24.4,37.4,FirstHalf,Tackle,Successful,8,,
44,40,Villarreal,26.9,54.5,FirstHalf,BallRecovery,Successful,7,,
44,40,Villarreal,30.5,63.3,FirstHalf,Dispossessed,Successful,7,,
44,41,Manchester United,69.5,36.7,FirstHalf,Tackle,Successful,10,,
44,42,Manchester United,63,18.5,FirstHalf,BallRecovery,Successful,29,,
44,43,Manchester United,63,18.5,FirstHalf,Pass,Successful,29,72.7,15.9
44,46,Villarreal,16.6,86.4,FirstHalf,Challenge,Unsuccessful,14,,
44,46,Manchester United,83.4,13.6,FirstHalf,TakeOn,Successful,10,,
44,47,Villarreal,8,82.4,FirstHalf,Challenge,Unsuccessful,24,,
44,47,Manchester United,92,17.6,FirstHalf,TakeOn,Successful,10,,
44,49,Manchester United,92.6,26.2,FirstHalf,Pass,Unsuccessful,10,95.2,44.6
44,49,Villarreal,3.4,60.5,FirstHalf,Clearance,Successful,4,7,69.7
44,50,Villarreal,7,69.7,FirstHalf,Clearance,Successful,25,20.6,67.5
44,53,Manchester United,77.6,32.7,FirstHalf,Aerial,Successful,39,,
44,53,Villarreal,22.4,67.3,FirstHalf,Aerial,Unsuccessful,7,,
44,53,Manchester United,72.2,33.3,FirstHalf,Pass,Unsuccessful,39,86.9,24.9
44,54,Villarreal,18.7,75.3,FirstHalf,BallRecovery,Successful,24,,
44,56,Villarreal,18.7,75.3,FirstHalf,Pass,Unsuccessful,24,53.9,1.3
45,2,Manchester United,41.6,96.9,FirstHalf,BallRecovery,Successful,2,,
45,4,Manchester United,39.7,91.4,FirstHalf,Pass,Successful,2,40.8,62.9
45,8,Manchester United,42.6,57.5,FirstHalf,Pass,Successful,3,48.7,34.2
45,10,Manchester United,52.2,29.5,FirstHalf,Pass,Successful,39,67.9,29.1
45,12,Manchester United,67.9,29.1,FirstHalf,Pass,Successful,18,57.1,11.7
45,14,Manchester United,57.1,11.7,FirstHalf,Pass,Successful,29,67.4,2.6
45,20,Manchester United,97.7,26.7,FirstHalf,Pass,Unsuccessful,11,95,49
45,21,Villarreal,3.3,53.7,FirstHalf,BallTouch,Successful,3,,
45,21,Villarreal,2.7,53.3,FirstHalf,KeeperPickup,Successful,13,,
45,32,Villarreal,5.7,47.2,FirstHalf,BallTouch,Successful,13,,
46,1,Manchester United,70.8,100,FirstHalf,Pass,Unsuccessful,23,91,74.8
46,7,Villarreal,6.8,25.1,FirstHalf,KeeperPickup,Successful,13,,
46,19,Villarreal,16.7,43.7,FirstHalf,Pass,Unsuccessful,13,69.9,54.6
46,23,Manchester United,30.6,43,FirstHalf,Aerial,Successful,3,,
46,23,Villarreal,69.4,57,FirstHalf,Aerial,Unsuccessful,7,,
46,23,Manchester United,31,40.7,FirstHalf,Pass,Unsuccessful,3,39.3,41.9
46,24,Villarreal,60.8,59.7,FirstHalf,Pass,Successful,5,65.2,73.5
46,26,Villarreal,66.1,82.4,FirstHalf,Pass,Successful,14,73.8,90.5
46,28,Villarreal,74.6,90.3,FirstHalf,Pass,Successful,9,71.7,81.7
46,31,Villarreal,72.1,88.4,FirstHalf,Pass,Successful,14,76.1,98
46,33,Villarreal,79.3,96.6,FirstHalf,Pass,Successful,24,92,86.5
46,37,Villarreal,98.7,93.3,FirstHalf,Pass,Unsuccessful,7,97.6,89.6
46,37,Manchester United,2.6,8.3,FirstHalf,Clearance,Successful,3,,
46,37,Villarreal,97.4,90.7,FirstHalf,CornerAwarded,Successful,7,,
46,37,Manchester United,2.6,9.3,FirstHalf,CornerAwarded,Unsuccessful,3,,
47,4,Villarreal,99.5,99.5,FirstHalf,Pass,Unsuccessful,5,95.2,50.9
47,6,Manchester United,3.8,48.5,FirstHalf,Clearance,Successful,39,26.8,31
47,9,Villarreal,0,0,FirstHalf,End,Successful,,,
47,9,Manchester United,0,0,FirstHalf,End,Successful,,,
45,0,Villarreal,0,0,SecondHalf,Start,Successful,,,
45,0,Manchester United,0,0,SecondHalf,Start,Successful,,,
45,0,Villarreal,50,50.3,SecondHalf,Pass,Successful,9,51,47.8
45,2,Villarreal,51.8,52.8,SecondHalf,Pass,Successful,7,45,41.8
45,3,Villarreal,45.8,33.6,SecondHalf,Pass,Successful,25,39.4,14.6
45,7,Villarreal,41.5,7.9,SecondHalf,Pass,Successful,8,62.4,4.7
45,8,Villarreal,62.4,4.7,SecondHalf,Pass,Unsuccessful,30,61.3,12.9
45,10,Manchester United,32.4,85.4,SecondHalf,Pass,Unsuccessful,23,33.9,81.5
45,10,Villarreal,61.3,12.9,SecondHalf,BlockedPass,Successful,7,,
45,10,Manchester United,34.3,93,SecondHalf,BallTouch,Successful,23,,
45,28,Villarreal,65.3,0,SecondHalf,Pass,Unsuccessful,8,69.4,12.8
45,29,Manchester United,30.9,80.9,SecondHalf,Interception,Successful,6,,
45,31,Manchester United,37.6,80.9,SecondHalf,Pass,Successful,18,38.4,87.4
45,32,Manchester United,38.4,87.4,SecondHalf,BallRecovery,Successful,10,,
45,32,Manchester United,38.4,87.4,SecondHalf,Pass,Successful,10,36.9,64.9
45,34,Manchester United,36.9,62.9,SecondHalf,Pass,Successful,39,30.3,7.3
45,40,Manchester United,30.5,6.4,SecondHalf,Pass,Successful,29,31.5,18
45,41,Manchester United,31.5,18,SecondHalf,Pass,Successful,39,38.7,16.1
45,46,Manchester United,40.2,7.5,SecondHalf,TakeOn,Unsuccessful,11,,
45,46,Villarreal,59.8,92.5,SecondHalf,Tackle,Successful,24,,
45,54,Manchester United,41.1,0,SecondHalf,Pass,Successful,29,30.2,19.5
45,57,Manchester United,30.6,23.3,SecondHalf,Pass,Successful,3,30.9,64.8
46,3,Manchester United,39.8,74.8,SecondHalf,Pass,Successful,2,56.6,95.6
46,9,Manchester United,55.5,88,SecondHalf,Pass,Unsuccessful,10,75.6,49.4
46,11,Villarreal,24.5,46.3,SecondHalf,Pass,Unsuccessful,4,31.2,14
46,17,Manchester United,74.6,85.5,SecondHalf,TakeOn,Unsuccessful,10,,
46,17,Villarreal,25.4,14.5,SecondHalf,Tackle,Successful,30,,
46,19,Villarreal,26.7,12.9,SecondHalf,BallRecovery,Successful,7,,
46,20,Villarreal,25.9,12.8,SecondHalf,Pass,Successful,7,20,10.1
46,23,Villarreal,20.2,8.8,SecondHalf,Pass,Successful,8,55,8.2
46,27,Villarreal,56.2,9.5,SecondHalf,Pass,Successful,9,54.1,15.5
46,28,Villarreal,54.1,15.5,SecondHalf,Pass,Successful,7,56.7,5.8
46,29,Villarreal,56.7,5.8,SecondHalf,Pass,Successful,9,52.5,2.8
46,31,Villarreal,53.1,3.5,SecondHalf,Pass,Unsuccessful,30,52.2,14.6
46,31,Manchester United,44.2,81.7,SecondHalf,Interception,Successful,18,,
46,33,Villarreal,59.2,19.6,SecondHalf,Foul,Successful,9,,
46,33,Manchester United,40.8,80.4,SecondHalf,Foul,Unsuccessful,3,,
47,15,Villarreal,58.4,23.9,SecondHalf,Pass,Successful,5,53.3,43.9
47,17,Villarreal,57.6,40,SecondHalf,Pass,Successful,14,91.2,74.2
47,23,Villarreal,92.3,76.1,SecondHalf,Pass,Unsuccessful,24,92.5,74.8
47,23,Manchester United,7.5,26.2,SecondHalf,BallTouch,Successful,29,,
47,24,Manchester United,2.7,52.8,SecondHalf,Clearance,Successful,18,5,51.5
47,24,Villarreal,95.7,50.9,SecondHalf,BlockedPass,Successful,9,,
47,25,Villarreal,97.1,51.2,SecondHalf,BallTouch,Unsuccessful,9,,
47,26,Manchester United,7.4,47.8,SecondHalf,Clearance,Successful,18,13.1,47.5
47,26,Villarreal,93,52.4,SecondHalf,BallTouch,Successful,7,,
47,27,Manchester United,5.3,48.2,SecondHalf,Clearance,Successful,3,19.7,52.2
47,30,Villarreal,79.5,39.1,SecondHalf,Aerial,Successful,3,,
47,30,Manchester United,20.5,60.9,SecondHalf,Aerial,Unsuccessful,10,,
47,30,Villarreal,78.9,37.3,SecondHalf,Pass,Successful,3,75.9,30.1
47,31,Villarreal,75.9,30.1,SecondHalf,Pass,Successful,5,80.7,25.5
47,33,Villarreal,80.7,25.5,SecondHalf,Pass,Unsuccessful,30,79.3,30.9
47,33,Manchester United,23.9,72.3,SecondHalf,Interception,Successful,7,,
47,35,Manchester United,14.4,73,SecondHalf,BallRecovery,Successful,7,,
47,35,Manchester United,14.4,73,SecondHalf,Pass,Unsuccessful,7,26.4,81.4
47,35,Villarreal,78.6,24,SecondHalf,BallRecovery,Successful,5,,
47,38,Villarreal,83,6.8,SecondHalf,Pass,Successful,5,77.1,27.4
47,41,Villarreal,77.1,27.4,SecondHalf,Pass,Unsuccessful,25,89.3,55.7
47,42,Manchester United,8.1,44.6,SecondHalf,Clearance,Successful,29,29.1,54.9
47,44,Villarreal,75.6,46.6,SecondHalf,Pass,Unsuccessful,24,75.8,35.5
47,46,Manchester United,24.3,65.1,SecondHalf,BallRecovery,Successful,18,,
47,46,Manchester United,24.3,65.1,SecondHalf,Pass,Successful,18,29.2,36.7
47,48,Manchester United,29.3,33.1,SecondHalf,TakeOn,Unsuccessful,39,,
47,49,Villarreal,70.7,66.9,SecondHalf,Tackle,Unsuccessful,14,,
47,49,Manchester United,29.2,36.7,SecondHalf,BallTouch,Successful,39,,
47,49,Villarreal,68.1,79.1,SecondHalf,BallTouch,Successful,14,,
47,50,Manchester United,28.9,35.5,SecondHalf,Pass,Successful,6,32.6,19.7
47,52,Manchester United,32.6,19.7,SecondHalf,Pass,Successful,29,38.6,9.5
47,55,Manchester United,37.7,19.2,SecondHalf,Pass,Unsuccessful,11,91.3,76.6
48,4,Villarreal,4.1,33.4,SecondHalf,KeeperPickup,Successful,13,,
48,9,Villarreal,13.2,41.6,SecondHalf,Pass,Successful,13,13.2,69.4
48,12,Villarreal,15.5,76.3,SecondHalf,Pass,Successful,4,32,97.7
48,19,Villarreal,55.6,93.3,SecondHalf,Pass,Successful,24,52.6,75.1
48,22,Villarreal,51.8,74.2,SecondHalf,Pass,Successful,14,47.3,56.7
48,24,Villarreal,47.3,50.4,SecondHalf,Pass,Successful,25,55.8,7.7
48,29,Villarreal,57.2,5.8,SecondHalf,Pass,Successful,8,53.6,13.2
48,32,Villarreal,53.9,9.7,SecondHalf,Pass,Successful,25,52.5,4.3
48,32,Villarreal,52.5,4.3,SecondHalf,Pass,Unsuccessful,8,58.1,3.7
48,34,Manchester United,37.2,94.8,SecondHalf,Interception,Successful,7,,
48,34,Manchester United,39.3,96.6,SecondHalf,BallRecovery,Successful,7,,
48,36,Manchester United,47,95.3,SecondHalf,Pass,Unsuccessful,7,67,58.8
48,38,Villarreal,33.9,45.7,SecondHalf,BallRecovery,Successful,4,,
48,41,Villarreal,35,44.6,SecondHalf,Pass,Successful,4,53,46.3
48,43,Villarreal,53.4,46.4,SecondHalf,Pass,Unsuccessful,14,67.9,49.4
48,44,Manchester United,29.6,44.6,SecondHalf,BallTouch,Successful,3,,
48,47,Villarreal,71.4,60,SecondHalf,Pass,Unsuccessful,9,80.6,42.4
48,48,Manchester United,22.2,59.1,SecondHalf,Pass,Successful,2,32.1,61.2
48,50,Manchester United,32.1,61.2,SecondHalf,Pass,Successful,6,32,54
48,50,Manchester United,32,54,SecondHalf,BallRecovery,Successful,39,,
48,51,Manchester United,31.8,51.9,SecondHalf,Pass,Successful,39,37.5,39.7
48,53,Manchester United,37.5,39.7,SecondHalf,Pass,Successful,11,20.8,2
48,59,Manchester United,21.1,2.6,SecondHalf,Pass,Successful,29,15,31.6
49,2,Manchester United,19,37,SecondHalf,Pass,Successful,3,22.9,66.6
49,6,Manchester United,25.5,69,SecondHalf,Pass,Successful,2,31.6,94.2
49,8,Manchester United,33,94.5,SecondHalf,Pass,Successful,23,46.9,95.1
49,10,Villarreal,52.8,7,SecondHalf,Challenge,Unsuccessful,8,,
49,10,Manchester United,47.2,93,SecondHalf,TakeOn,Successful,10,,
49,12,Manchester United,43.5,75,SecondHalf,Pass,Successful,10,39.1,59
49,14,Manchester United,39.1,59,SecondHalf,Pass,Unsuccessful,6,60.2,32.7
49,16,Villarreal,43.2,74.2,SecondHalf,BallRecovery,Successful,24,,
49,16,Villarreal,44.3,72.9,SecondHalf,BallTouch,Unsuccessful,24,,
49,18,Manchester United,44.8,19.5,SecondHalf,BallRecovery,Successful,18,,
49,22,Manchester United,41.5,9.2,SecondHalf,Pass,Successful,18,47.7,14.3
49,25,Manchester United,56,19.5,SecondHalf,Pass,Successful,39,59.4,4.7
49,27,Manchester United,60,3.8,SecondHalf,Dispossessed,Successful,29,,
49,27,Villarreal,40,96.2,SecondHalf,Tackle,Successful,14,,
49,31,Manchester United,58.9,0,SecondHalf,Pass,Successful,29,51.6,7.6
49,34,Manchester United,56.5,7.7,SecondHalf,Pass,Successful,18,45.1,61.7
49,41,Manchester United,56.3,69.6,SecondHalf,Pass,Successful,2,55.9,53.7
49,44,Manchester United,60.3,48,SecondHalf,Pass,Successful,6,69.9,33.8
49,46,Manchester United,70.3,33.9,SecondHalf,Pass,Successful,18,74.7,27.1
49,47,Manchester United,78.5,25.4,SecondHalf,Pass,Successful,11,91.6,11
49,50,Manchester United,93.9,9.5,SecondHalf,Pass,Unsuccessful,29,95.9,40.6
49,50,Villarreal,2.8,59.3,SecondHalf,Clearance,Successful,4,21.4,60.5
49,53,Villarreal,21.4,60.5,SecondHalf,BallRecovery,Successful,7,,
49,53,Villarreal,21.4,60.5,SecondHalf,Pass,Successful,7,30.2,81.1
49,55,Villarreal,31.3,81.7,SecondHalf,Pass,Successful,9,28,67.2
50,0,Villarreal,33,75.1,SecondHalf,TakeOn,Unsuccessful,14,,
50,0,Manchester United,67,24.9,SecondHalf,Tackle,Unsuccessful,18,,
50,3,Villarreal,29.2,91.2,SecondHalf,Pass,Successful,14,20.8,68.8
50,5,Villarreal,20.8,68.8,SecondHalf,Pass,Unsuccessful,5,22.3,67.3
50,5,Manchester United,73.5,33.4,SecondHalf,BlockedPass,Successful,6,,
50,6,Villarreal,24.5,66.2,SecondHalf,BallTouch,Successful,5,,
50,6,Manchester United,77.9,31.2,SecondHalf,BallTouch,Successful,7,,
50,6,Villarreal,21.1,62.1,SecondHalf,BallTouch,Unsuccessful,5,,
50,6,Manchester United,76.9,37.7,SecondHalf,BallTouch,Successful,7,,
50,7,Villarreal,20.8,63.6,SecondHalf,Foul,Successful,5,,
50,7,Manchester United,79.2,36.4,SecondHalf,Foul,Unsuccessful,7,,
50,21,Villarreal,25.5,55.7,SecondHalf,Pass,Unsuccessful,4,46,0
50,26,Manchester United,55.8,100,SecondHalf,Pass,Successful,10,46.7,89.4
50,28,Manchester United,45.1,92,SecondHalf,Pass,Successful,23,38.4,65.2
50,30,Manchester United,38.4,65.2,SecondHalf,Pass,Successful,2,47.3,74.2
50,37,Manchester United,51.3,49,SecondHalf,Pass,Successful,6,53.4,69.7
50,40,Manchester United,56.7,74.2,SecondHalf,Pass,Successful,2,66.7,95.9
50,44,Manchester United,68.6,95.9,SecondHalf,Pass,Successful,23,60,78.7
50,47,Manchester United,60,78.7,SecondHalf,Pass,Successful,10,53.5,37.6
50,51,Manchester United,55.2,29.4,SecondHalf,Pass,Successful,3,65.8,3.1
50,53,Manchester United,65.8,3.1,SecondHalf,Pass,Successful,29,61.8,17.4
50,55,Villarreal,39.7,83.5,SecondHalf,Challenge,Unsuccessful,9,,
50,55,Manchester United,60.3,16.5,SecondHalf,TakeOn,Successful,39,,
50,58,Manchester United,60.8,30.7,SecondHalf,Pass,Successful,39,61.5,66.7
51,3,Manchester United,64,75,SecondHalf,Pass,Successful,2,71.6,76.1
51,3,Manchester United,71.6,76.1,SecondHalf,Pass,Successful,10,65,81.1
51,5,Manchester United,65,81.1,SecondHalf,Pass,Successful,2,65.3,68.7
51,12,Manchester United,73.2,80.8,SecondHalf,Pass,Successful,6,62.7,45.2
51,15,Manchester United,62.6,44.5,SecondHalf,Pass,Successful,3,80,8
51,20,Manchester United,91.6,6.8,SecondHalf,Pass,Successful,29,79.8,7.6
51,22,Manchester United,78.2,7.9,SecondHalf,Pass,Successful,11,78,27
51,23,Manchester United,78,27,SecondHalf,Pass,Unsuccessful,18,85.9,25
51,25,Villarreal,14.2,75.9,SecondHalf,Pass,Successful,24,22.2,72.9
51,26,Villarreal,22.2,72.9,SecondHalf,Pass,Successful,5,22.5,94.7
51,29,Villarreal,22.7,95.4,SecondHalf,BallRecovery,Successful,14,,
51,30,Villarreal,22.1,97.8,SecondHalf,BallTouch,Unsuccessful,14,,
52,19,Manchester United,75.3,0,SecondHalf,Pass,Successful,29,63.5,16.1
52,24,Manchester United,63.6,15.2,SecondHalf,Pass,Successful,39,81.3,15.2
52,27,Manchester United,93.1,10.4,SecondHalf,Pass,Unsuccessful,18,100,47.3
52,49,Villarreal,4.5,56,SecondHalf,Pass,Successful,13,3.9,29.8
52,53,Villarreal,15.7,21.5,SecondHalf,Pass,Successful,3,46,11.6
52,55,Villarreal,46,11.6,SecondHalf,Pass,Successful,30,37.1,25.6
52,57,Villarreal,40.4,27.6,SecondHalf,Pass,Unsuccessful,25,48.5,25.6
52,58,Manchester United,52.2,73.6,SecondHalf,Interception,Successful,6,,
52,59,Manchester United,43.4,82.6,SecondHalf,BallRecovery,Successful,23,,
53,0,Manchester United,43.4,82.6,SecondHalf,Pass,Successful,23,65,81.5
53,2,Manchester United,65,81.4,SecondHalf,Pass,Unsuccessful,7,63.7,75.6
53,3,Manchester United,61.8,76.8,SecondHalf,Foul,Successful,18,,
53,3,Villarreal,38.2,23.2,SecondHalf,Foul,Unsuccessful,25,,
53,10,Villarreal,0,0,SecondHalf,Card,Successful,25,,
53,47,Manchester United,63.7,75.4,SecondHalf,Pass,Successful,23,88.2,30.4
53,49,Manchester United,88.9,29.8,SecondHalf,Aerial,Successful,6,,
53,49,Villarreal,11.1,70.2,SecondHalf,Aerial,Unsuccessful,5,,
53,49,Manchester United,88.2,30.4,SecondHalf,Pass,Successful,6,89,41.3
53,51,Manchester United,89,41.3,SecondHalf,BallTouch,Unsuccessful,39,,
53,52,Villarreal,4.1,60.5,SecondHalf,Clearance,Successful,24,5.6,60.9
53,52,Manchester United,89.9,39.8,SecondHalf,BlockedPass,Successful,39,,
53,52,Villarreal,5.1,59.6,SecondHalf,BallTouch,Successful,24,,
53,54,Villarreal,8.8,66.5,SecondHalf,Challenge,Unsuccessful,5,,
53,54,Manchester United,91.2,33.5,SecondHalf,TakeOn,Successful,39,,
53,55,Manchester United,90,36.9,SecondHalf,SavedShot,Successful,39,,
53,56,Villarreal,7.9,57.3,SecondHalf,Save,Successful,4,,
53,57,Villarreal,7.8,58,SecondHalf,CornerAwarded,Unsuccessful,4,,
53,57,Manchester United,92.2,42,SecondHalf,CornerAwarded,Successful,39,,
54,17,Manchester United,99.7,99.5,SecondHalf,Pass,Unsuccessful,23,89.4,45.5
54,19,Villarreal,9,49.3,SecondHalf,Clearance,Successful,3,23.5,47.6
54,21,Manchester United,75.5,50.7,SecondHalf,SavedShot,Successful,10,,
54,22,Villarreal,10.8,47.2,SecondHalf,Save,Successful,24,,
54,22,Manchester United,88.6,51.5,SecondHalf,Pass,Successful,39,90.9,51.8
54,23,Manchester United,92,51.1,SecondHalf,Goal,Successful,7,,
56,14,Villarreal,49.7,50.1,SecondHalf,Pass,Successful,9,39.1,57.9
56,16,Villarreal,39.3,58.1,SecondHalf,Pass,Successful,5,54.2,97.2
56,18,Villarreal,60.3,95.5,SecondHalf,Dispossessed,Successful,24,,
56,19,Manchester United,39.7,4.5,SecondHalf,Tackle,Successful,11,,
56,19,Manchester United,34.3,10.6,SecondHalf,BallRecovery,Successful,29,,
56,20,Manchester United,34.3,10.6,SecondHalf,Pass,Successful,29,45.4,15
56,26,Manchester United,63.8,18.2,SecondHalf,Pass,Successful,18,77.2,3.2
56,29,Manchester United,82,4.9,SecondHalf,TakeOn,Unsuccessful,11,,
56,29,Villarreal,18,95.1,SecondHalf,Tackle,Unsuccessful,14,,
56,31,Manchester United,79.5,5.3,SecondHalf,Pass,Successful,11,70.3,7.1
56,33,Manchester United,69.6,2.2,SecondHalf,Pass,Successful,18,98.1,10.7
56,37,Manchester United,98.1,10.7,SecondHalf,Pass,Successful,29,87.5,63
56,39,Manchester United,86.8,63.9,SecondHalf,Pass,Successful,23,80.3,30.5
56,42,Manchester United,78.6,34,SecondHalf,MissedShots,Successful,18,,
57,20,Villarreal,4.6,45.1,SecondHalf,Pass,Unsuccessful,13,61.6,46.4
57,23,Manchester United,36.4,49.7,SecondHalf,Aerial,Successful,39,,
57,23,Villarreal,63.6,50.3,SecondHalf,Aerial,Unsuccessful,9,,
57,23,Manchester United,35.2,47,SecondHalf,Pass,Unsuccessful,39,36.8,46.6
57,23,Villarreal,64.7,49.6,SecondHalf,BallTouch,Successful,9,,
57,26,Villarreal,47.7,49.1,SecondHalf,Pass,Unsuccessful,4,67.4,43.3
57,27,Manchester United,28.9,47.2,SecondHalf,Pass,Successful,3,42.1,65.8
57,29,Manchester United,42.1,65.8,SecondHalf,BallTouch,Unsuccessful,10,,
57,30,Villarreal,59.4,30.3,SecondHalf,TakeOn,Successful,8,,
57,30,Manchester United,40.6,69.7,SecondHalf,Challenge,Unsuccessful,10,,
57,31,Villarreal,60.6,29.8,SecondHalf,Pass,Successful,8,69.6,28.9
57,32,Villarreal,69.6,28.9,SecondHalf,BallTouch,Unsuccessful,30,,
57,34,Manchester United,32.4,58.1,SecondHalf,BallRecovery,Successful,39,,
57,34,Villarreal,68.8,37.3,SecondHalf,Challenge,Unsuccessful,30,,
57,34,Manchester United,31.2,62.7,SecondHalf,TakeOn,Successful,39,,
57,36,Manchester United,35.2,75.1,SecondHalf,BallTouch,Unsuccessful,39,,
57,37,Villarreal,61,9.4,SecondHalf,BallTouch,Successful,8,,
57,40,Villarreal,68.5,3.2,SecondHalf,BallRecovery,Successful,7,,
57,43,Villarreal,66.7,10.3,SecondHalf,Pass,Successful,7,58.1,10.4
57,45,Villarreal,59.5,11.6,SecondHalf,TakeOn,Successful,25,,
57,45,Manchester United,40.5,88.4,SecondHalf,Challenge,Unsuccessful,18,,
57,49,Villarreal,70.3,11,SecondHalf,Pass,Successful,25,77.2,2.8
57,50,Villarreal,77.3,3.2,SecondHalf,Pass,Successful,30,90.8,2.3
57,53,Villarreal,90.4,2.8,SecondHalf,TakeOn,Successful,25,,
57,53,Manchester United,9.6,97.2,SecondHalf,Challenge,Unsuccessful,39,,
