Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles,Tkls Won,Tkls vs Dribbles,Dribbled Past,Successful Pressures,Def 3rd Press,Mid 3rd Press,Att 3rd Press,Blocks,Interceptions,Tkl+Int,Clearances,Errors
297,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,33-017,1988,4.8,0.42,0.42,0,1.04,2.5,2.29,4.17,4.58,0.42,0,0.42,0.42,0
298,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,23-321,1997,2.5,0.4,0.4,0.4,0.8,1.6,0.8,7.2,4.4,0.8,0.4,0.8,0.8,0
299,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-287,1988,11.3,2.04,1.24,0.88,1.33,4.42,6.02,6.46,1.33,2.57,1.33,3.36,1.42,0.09
300,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-280,1991,7.7,1.95,1.43,0.65,0.39,3.12,4.55,2.6,0.39,0.91,0.52,2.47,3.64,0
301,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-274,1996,27.9,0.86,0.65,0.14,0.5,5.23,2.65,6.7,7.67,0.65,0.43,1.29,0.32,0
302,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-220,1987,16.3,3.44,1.6,1.1,1.66,6.26,9.75,11.2,2.27,2.39,1.41,4.85,1.53,0
303,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-345,1996,14.7,0.88,0.48,0.34,0.95,4.22,1.63,11,7.48,1.16,0.54,1.43,1.7,0
304,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-163,1989,27,0,0,0,0.07,0.04,0.15,0,0,0,0,0,0.04,0.07
305,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-184,1990,6.5,1.69,0.77,0.77,1.54,4.31,8.92,8.46,1.23,2.62,1.08,2.77,1.38,0
306,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-209,1994,34,1.97,1.24,0.59,1.41,4.44,5.26,8.94,3,1.09,1.15,3.12,0.82,0.06
307,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-167,1987,23.6,1.1,0.64,0.34,0.97,4.24,2.67,7.16,6.95,1.31,0.51,1.61,0.89,0
308,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-174,1999,31.6,1.27,0.63,0.35,1.2,4.08,4.56,8.48,4.24,1.71,1.11,2.37,0.76,0.03
309,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-158,1996,23,2,1.22,0.65,1.04,4.57,5.35,7.22,2.3,2.35,2.09,4.09,2.26,0
310,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-234,1989,27.9,1.08,0.65,0.25,0.54,1.47,2.9,1.86,0.39,2.04,0.86,1.94,8.35,0.04
311,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,26-302,1994,10.6,1.42,0.94,0.47,1.23,3.96,3.02,4.91,3.87,2.26,0.57,1.98,1.04,0.09
312,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,29-075,1992,29,0,0,0,0.03,0,0.1,0,0,0,0,0,0,0.03
313,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,28-326,1992,15.4,2.21,1.43,0.45,0.52,5,6.49,7.21,2.34,1.36,0.45,2.66,0.52,0
314,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,21-074,2000,34,0,0,0,0.03,0.06,0.21,0,0,0,0,0,0.03,0.09
315,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,30-038,1991,26.2,2.56,1.68,1.22,1.87,5.15,7.56,8.4,1.72,1.79,1.68,4.24,1.91,0
316,James Milner\James-Milner,eng ENG,MFDF,Liverpool,35-131,1986,11.7,2.05,1.2,0.68,2.22,5.81,4.36,10.1,2.99,3.33,1.28,3.33,1.88,0.09
317,Yerry Mina\Yerry-Mina,co COL,DF,Everton,26-234,1994,20.5,1.17,0.59,0.29,0.15,2.1,4.68,2.2,0.1,1.76,0.59,1.76,6.15,0.05
318,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Southampton,26-119,1995,6.4,0.47,0.16,0.16,1.25,4.69,4.22,8.13,3.28,1.25,1.09,1.56,1.56,0
319,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,26-119,1995,3.3,1.21,0.91,0,3.64,7.58,5.76,12.4,6.67,0,0,1.21,0.91,0
320,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,28-063,1993,33.5,0.84,0.51,0.42,0.36,1.97,3.85,2.48,0.57,2.24,0.96,1.79,6.33,0.15
321,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,21-256,1999,16,3.63,1.56,1,0.88,5,13.4,4.13,2.19,2.63,1.5,5.13,3.38,0.06
322,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,26-241,1994,15.6,0.71,0.58,0.13,0.38,4.55,0.77,4.23,7.5,1.15,0.19,0.9,0.45,0
323,Jakub Moder\Jakub-Moder,pl POL,DFMF,Brighton,22-038,1999,4.2,3.33,1.43,0.95,2.38,6.9,7.38,8.1,6.43,2.86,1.43,4.76,2.14,0
324,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,21-282,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
325,Wesley Moraes\Wesley-Moraes,br BRA,MFFW,Aston Villa,24-170,1996,0.2,0,0,0,5,5,0,15,5,0,0,0,0,0
326,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,37-114,1984,0.2,0,0,0,0,0,0,0,0,0,0,0,5,0
327,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-125,1999,30.1,2.46,1.5,0.66,1.59,6.68,4.58,10,6.94,1.53,1.16,3.62,0.47,0
328,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-275,1992,15.4,2.14,1.36,0.58,1.36,4.03,4.48,7.79,4.55,1.17,1.3,3.44,0.71,0
329,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,25-096,1996,3.3,0,0,0,0.91,3.33,0.3,6.67,11.2,0.3,0,0,0.3,0
330,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-249,1986,25.2,2.42,1.59,0.99,2.34,5.36,7.3,8.85,2.26,1.43,1.39,3.81,1.11,0
331,Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,22-126,1999,0.4,0,0,0,0,2.5,0,2.5,15,2.5,0,0,0,0
332,Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,26-080,1995,16.1,2.92,1.93,1.8,1.49,5.4,9.63,6.46,3.23,2.55,1.18,4.1,1.68,0
333,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,29-028,1992,0.5,2,2,2,0,4,6,8,0,2,0,2,4,0
334,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-116,1994,6.3,2.54,1.27,0.48,0.95,6.35,12.4,10,1.59,1.9,1.43,3.97,2.7,0
335,Iliman Ndiaye\Iliman-Ndiaye,fr FRA,MF,Sheffield Utd,21-297,1999,0.1,0,0,0,0,10,10,40,30,10,0,0,0,0
336,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-150,1996,22.2,4.37,2.84,1.22,1.94,7.61,7.79,10.4,2.03,2.75,2.48,6.85,3.15,0
337,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-138,1996,22.9,2.14,1.4,0.48,1.4,6.55,5.76,10.4,3.49,1.48,1.27,3.41,0.83,0
338,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-156,1999,0.8,0,0,0,0,7.5,2.5,7.5,6.25,1.25,1.25,1.25,1.25,0
339,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,21-067,2000,28.3,0.74,0.64,0.18,0.88,3.36,2.93,5.16,3.67,0.88,1.02,1.77,0.39,0
340,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,24-063,1997,27.5,2.98,2.18,1.24,1.93,6.51,8.4,9.13,1.78,2.4,1.56,4.55,1.89,0.04
341,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-350,1999,4.7,0.85,0.64,0,0.43,2.98,2.13,10.9,10.2,1.49,0.21,1.06,0.85,0
342,Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-195,2000,0.8,5,0,1.25,3.75,5,7.5,11.3,6.25,5,0,5,5,0
343,Dan Nlundulu\Dan-Nlundulu,eng ENG,FW,Southampton,22-099,1999,1.2,0,0,0,1.67,5.83,4.17,7.5,13.3,4.17,0,0,1.67,0
344,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,34-007,1987,7.8,1.03,0.64,0.38,1.54,2.95,5.9,6.92,1.54,1.15,1.28,2.31,0.9,0
345,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,30-033,1991,21.7,2.3,1.15,0.74,2.4,4.42,7,9.59,2.21,1.43,1.75,4.06,2.44,0.05
346,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,27-047,1994,2,1.5,0.5,0,1,2,2.5,1,1.5,3,0,1.5,5.5,0
347,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,22-072,1999,22.7,2.2,1.28,0.7,1.28,3.74,6.65,3.44,0.66,2.25,1.72,3.92,6.26,0
348,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-313,2000,0.6,1.67,1.67,0,0,10,13.3,11.7,10,1.67,1.67,3.33,0,0
349,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-353,1988,3,1,0,0.33,1,1,3.67,2.67,1.33,2,0.33,1.33,3.67,0
350,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-357,1988,24.7,1.01,0.73,0.08,0.53,3.2,4.82,2.87,0.36,1.46,0.81,1.82,6.07,0
351,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-127,1990,7,0,0,0,0,0,0,0,0,0,0,0,0.29,0
352,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,24-018,1997,2.3,2.61,1.3,0,2.17,6.09,3.91,14.3,7.39,1.3,0,2.61,0.87,0
353,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,26-027,1995,2.1,2.38,1.9,0.48,0,7.62,1.43,6.67,12.9,1.9,0.48,2.86,0.95,0
354,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-283,1994,15.2,1.78,1.05,0.66,2.17,5.33,7.57,9.67,5.86,1.78,0.92,2.7,0.86,0
355,Owen Otasowie\Owen-Otasowie,us USA,MFFW,Wolves,20-025,2001,2.1,3.33,2.38,0,0.48,8.57,3.81,10.5,2.38,1.43,1.43,4.76,0.95,0
356,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27-273,1993,2.7,0.74,0.37,0,2.22,4.44,1.48,9.26,6.67,1.11,0.37,1.11,0.37,0
357,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-285,1994,1,3,2,1,2,3,6,3,5,2,1,4,10,0
358,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-336,1993,15.2,2.76,1.71,1.05,1.84,5.53,6.38,7.37,2.04,1.71,1.58,4.34,1.64,0
359,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,33-089,1988,35,0,0,0,0.03,0,0.09,0,0,0,0,0,0.03,0
360,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-198,1996,3,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0
361,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-155,1986,2.5,4,2.8,1.2,0,4.8,6,5.6,1.2,0.8,0.8,4.8,4.8,0
362,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,25-351,1995,16,1.25,1,0.5,0.75,3.38,2.56,4.31,5.69,1.38,0.94,2.19,0.63,0.06
363,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,25-010,1996,26.6,1.24,0.75,0.38,1.32,4.29,3.87,8.2,4.4,1.09,1.05,2.29,0.64,0
364,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,27-221,1993,10.1,3.27,1.68,0.99,1.68,6.14,7.72,6.53,3.37,2.57,1.58,4.85,2.57,0
365,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,27-296,1993,13.7,2.26,1.02,0.66,2.04,5.99,4.31,10.8,7.01,2.19,1.31,3.58,0.44,0
366,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-164,1995,24.5,2.73,1.59,0.94,2.08,6.94,9.39,10.7,2.29,2.2,1.88,4.61,2.16,0
367,Matt Phillips\Matt-Phillips,sco SCO,MF,West Brom,30-063,1991,17.3,0.98,0.58,0.29,1.21,3.35,4.45,6.53,4.34,2.72,0.92,1.91,0.98,0
368,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,24-055,1997,13.2,0.91,0.61,0.08,1.14,4.47,5.45,6.21,0.45,1.52,1.59,2.5,7.88,0
369,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,27-069,1994,27.5,0,0,0,0.04,0.07,0.29,0,0,0.07,0,0,0.11,0.07
370,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,32-281,1988,14.1,2.84,1.91,1.35,1.63,3.9,6.74,6.45,1.91,3.12,0.71,3.55,2.98,0
371,Daniel Podence\Daniel-Podence,pt POR,MFFW,Wolves,25-206,1995,18.5,0.97,0.38,0.32,0.92,3.57,3.51,5.68,3.95,0.38,0.81,1.78,0.32,0
372,Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,28-061,1993,20.1,1.84,1.29,0.65,1.09,4.63,4.33,6.07,3.63,1,1.24,3.08,2.24,0
373,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,29-026,1992,32,0,0,0,0.03,0.06,0.22,0,0,0,0.03,0.03,0.09,0.03
374,Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,27-001,1994,8,1.5,0.88,0.75,1,4,4.5,8,4,1.75,1.13,2.63,0.38,0
375,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,29-255,1991,2.4,2.92,2.08,0.83,1.25,5.42,5.42,6.25,0.83,0.83,0.83,3.75,0,0
376,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Chelsea,22-239,1998,17.3,1.27,0.81,0.35,0.81,5.49,3.99,7.98,5.9,1.73,0.52,1.79,0.52,0
377,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,23-001,1998,35,0,0,0,0,0.09,0.2,0,0.03,0,0,0,0.03,0.09
378,Jacob Ramsey\Jacob-Ramsey,eng ENG,MF,Aston Villa,19-352,2001,5.9,1.53,1.19,0,1.86,8.47,11,12.4,5.42,2.37,0.85,2.37,0.85,0
379,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,20-217,2000,1,5,3,3,0,5,7,1,0,1,1,6,4,0
380,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,34-003,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,23-196,1997,32.1,0.47,0.28,0.12,0.56,2.31,1.18,4.45,4.98,0.75,0.31,0.78,0.28,0
382,Tim Ream\Tim-Ream,us USA,DF,Fulham,33-222,1987,5,1,0.4,0.4,0.6,1.2,2.4,2.6,0,1.8,0.6,1.6,3.4,0.2
383,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,27-070,1994,17.1,1.75,0.94,0.41,0.58,5.09,4.74,7.72,6.37,1.35,0.82,2.57,0.58,0
384,Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,26-108,1995,23.6,2.8,1.69,1.02,2.46,6.48,9.45,9.79,1.99,1.95,2.08,4.87,2.33,0
385,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,24-150,1996,21.9,2.19,1.14,0.78,1,4.79,7.44,5.89,2.79,2.1,1.46,3.65,2.65,0
386,Bobby Reid\Bobby-Reid,jm JAM,MFFW,Fulham,28-102,1993,23.4,1.2,0.77,0.34,0.98,4.02,4.74,5.98,5.04,1.54,0.56,1.75,1.71,0
387,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,22-121,1999,29,2.45,1.69,0.83,0.93,4.52,6.45,7.41,1.17,1.66,2.17,4.62,1.48,0.03
388,Lewis Richardson\Lewis-Richardson,eng ENG,FWMF,Burnley,18-097,2003,0,0,0,0,1,2,0,2,1,0,0,0,0,0
389,Richarlison\Richarlison,br BRA,FW,Everton,24-005,1997,28.9,1.56,1,0.42,0.93,4.53,4.15,7.27,6.16,1.04,0.66,2.21,1.14,0
390,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,24-248,1996,19.1,1.73,1.1,0.68,1.2,4.19,5.55,7.12,1.52,2.3,1.2,2.93,1.41,0
391,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,31-247,1989,13,1.23,0.69,0.38,1.08,2.23,4.77,3.38,2.08,2.15,1.54,2.77,2.77,0
392,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,22-123,1999,14.3,1.26,0.56,0.28,0.77,4.06,2.73,8.95,5.73,1.4,0.56,1.82,0.98,0.07
393,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,27-065,1994,34.6,1.42,0.78,0.81,0.87,3.21,3.01,3.35,3.01,1.68,0.92,2.34,2.2,0.03
394,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,23-280,1997,24,2,1.13,0.79,0.96,3.5,5,2.96,2.42,2.13,1.83,3.83,3.46,0
395,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,26-102,1995,16.7,0.78,0.42,0.24,0.78,3.59,2.57,5.33,6.95,0.9,0.84,1.62,0.54,0
396,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,27-256,1993,6.7,1.79,1.19,0.75,0,3.13,4.63,2.69,1.04,1.34,0.9,2.69,4.78,0
397,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,31-359,1989,4,0.5,0.5,0,0,2.5,1.25,8,7,1,0.5,1,0.75,0
398,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,24-153,1996,1,0,0,0,1,0,2,0,0,0,0,0,0,0
399,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,23-205,1997,8.1,1.85,1.11,0.49,0.12,2.47,6.67,2.47,0.37,1.85,1.6,3.46,6.3,0.12
400,Rodri\Rodri,es ESP,MF,Manchester City,24-327,1996,29.1,2.71,2.03,1.07,1.34,6.36,5.36,8.87,2.47,1.31,1.27,3.99,2.3,0.03
401,Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,30-070,1991,12.6,1.51,0.87,0.16,1.51,4.92,3.25,9.21,6.03,0.71,0.63,2.14,1.03,0
402,James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,29-307,1991,18.7,1.02,0.7,0.43,1.76,3.16,3.8,5.94,2.89,1.28,0.86,1.87,0.05,0
403,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,31-290,1989,13.5,2.07,1.04,0.44,1.04,4.89,3.33,9.7,9.04,2,0.3,2.37,0.44,0
404,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,29-233,1991,19.2,3.54,1.82,1.15,2.19,5.36,6.56,9.84,1.25,1.67,1.3,4.84,0.99,0
405,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,34-203,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,28-073,1993,17,1.65,0.94,0.71,0.24,3.18,4.29,3.35,0.65,1.06,0.88,2.53,4.65,0
407,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,29-037,1992,11,0,0,0,0,0,0.18,0,0,0,0,0,0.09,0
408,Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,29-037,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24-064,1997,15.8,0.95,0.7,0.06,0.44,3.23,2.28,6.96,3.29,0.82,0.51,1.46,0,0
410,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,31-050,1990,24.7,1.38,0.73,0.28,0.57,3.16,6.4,3.04,0.16,1.62,1.21,2.59,6.32,0.08
411,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,19-252,2001,27.5,1.16,0.65,0.15,0.95,3.85,3.35,5.53,4.65,1.42,0.95,2.11,1.13,0
412,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,31-091,1990,3.1,1.29,0.65,0.97,0,1.94,2.58,1.94,0,0.97,0,1.29,4.52,0.32
413,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,28-334,1992,31.2,0.83,0.42,0.19,0.32,4.46,1.31,4.9,10.1,0.42,0.26,1.09,0.32,0.03
414,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,22-028,1999,6.4,3.28,1.88,1.56,1.25,6.56,7.34,7.66,0.94,2.5,2.97,6.25,4.84,0
415,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,24-337,1996,15.5,2.39,1.55,1.03,0.71,3.1,6.19,2.71,0.45,1.1,0.77,3.16,7.29,0
416,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,23-178,1997,24,0,0,0,0,0,0.08,0,0,0,0,0,0,0
417,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,26-270,1994,3.3,1.82,1.52,0,1.52,10.3,9.09,14.5,7.58,1.21,2.12,3.94,1.21,0
418,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,29-194,1991,16.5,1.88,1.15,0.61,1.58,4.91,10,8.67,1.45,1.09,1.33,3.21,0.91,0.06
419,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,17-052,2004,0,0,0,0,0,1,0,1,0,0,0,0,0,0
420,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,29-146,1991,13.6,1.4,0.66,0.51,1.1,2.43,4.78,3.01,0.29,1.69,1.62,3.01,4.49,0.07
421,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,28-143,1992,13.5,1.85,1.04,0.44,0.96,3.93,5.19,6.74,2.59,2.3,1.11,2.96,0.74,0.07
422,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,34-191,1986,36,0,0,0,0,0,0.11,0,0,0,0,0,0,0
423,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,27-180,1993,30.1,2.62,1.63,1.2,0.93,4.82,8.14,5.35,2.79,1.76,1.36,3.99,2.76,0
424,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,21-219,1999,5.1,1.57,0.98,0.2,1.37,3.53,4.12,7.25,3.14,1.37,1.18,2.75,0.98,0
425,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,29-217,1991,5.8,1.03,0.69,0.34,0.69,5.52,3.1,5.86,7.07,1.21,0.69,1.72,0.17,0
426,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,35-099,1986,8.2,0.85,0.61,0.37,0.85,4.15,1.59,7.68,8.41,0.24,0.37,1.22,0.12,0
427,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,25-307,1995,28.5,2.11,1.51,0.81,0.56,4.67,4.39,5.19,2.74,2.14,0.95,3.05,1.86,0.07
428,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,29-077,1992,27.1,1.59,0.85,0.37,1.29,2.55,5.35,5.76,1.85,1.14,1.4,2.99,2.36,0
429,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,17-102,2004,0,0,0,0,0,0,0,3,0,0,0,0,0,0
430,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,31-249,1989,22.9,1.44,0.92,0.48,1.05,4.67,4.89,9.3,4.63,2.01,1.22,2.66,0.83,0
431,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,26-278,1994,22.1,1.4,0.9,0.5,1.54,4.84,2.99,7.6,5.75,0.86,0.9,2.31,0.36,0
432,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,18-300,2002,12.3,0.41,0.16,0.08,0.57,3.98,1.79,8.13,6.34,0.81,0.41,0.81,0.33,0
433,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,36-235,1984,19.5,1.08,0.62,0.46,0.36,1.74,2.21,2.41,0.21,1.23,1.18,2.26,4.97,0.05
434,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,31-272,1989,17.6,1.42,1.14,0.4,0.8,4.26,7.67,4.77,1.31,1.53,0.91,2.33,1.82,0
435,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,32-331,1988,0.2,0,0,0,0,10,0,15,10,0,0,0,0,0
436,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,21-083,2000,1.9,3.16,2.11,0.53,1.58,9.47,4.74,11.1,6.84,2.63,0.53,3.68,1.05,0
437,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,20-291,2000,14.2,0.85,0.42,0.42,0.63,3.94,3.24,6.69,5.63,1.13,0.99,1.83,0.92,0
438,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,33-250,1987,5.8,3.45,2.07,1.38,1.72,4.31,5.86,5.86,3.1,2.24,0.69,4.14,2.07,0
439,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,33-250,1987,0.1,10,10,0,0,0,0,0,0,0,0,10,0,0
440,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,29-257,1991,8.3,1.93,1.2,0.72,1.93,4.22,6.27,5.18,2.53,1.69,0.96,2.89,2.53,0
441,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,26-077,1995,35,2.11,1.26,0.63,1.54,4.11,5.6,7.43,2.29,1.4,1.37,3.49,3.8,0.03
442,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,24-357,1996,18.2,1.32,0.82,0.27,0.66,2.64,4.4,2.8,0.27,1.04,1.32,2.64,5.27,0.11
443,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,26-043,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,31-337,1989,2.9,3.45,1.38,1.72,1.03,5.17,5.17,9.31,2.07,1.03,1.03,4.48,0,0
445,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,27-108,1994,15.1,2.12,1.06,0.93,1.32,3.25,5.7,3.64,0.53,2.58,1.39,3.51,5.17,0.07
446,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,26-158,1994,27.2,0.74,0.66,0.22,0.48,2.98,1.25,4.85,4.23,0.59,0.51,1.25,0.07,0
447,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,30-310,1990,27,1.81,0.81,0.7,1.33,3,6.59,5.15,2.15,2.15,1.67,3.48,3.44,0.07
